Name,Gender,City,Age,Income,Risk Tolerance,Investment History,Financial Objective,Preferred Sector,Investment Frequency,Recommended Domain
Camille Faure,Man,Paris,39,53320.2,Medium,"MatiÃ¨res premiÃ¨res, Actions, Immobilier",éducation des enfants,Finance,Trimestriel,ETF
FranÃ§ois Lemaire,Women,Paris,42,55052.56,Medium,ETF,éducation des enfants,Technologie,Trimestriel,Actions
David Guichard-Delaunay,Man,Nice,47,101018.8,High,"Actions, Obligations",Achat immobilier,Santé,Mensuel,ETF
Laurence Pires,Man,Paris,50,100931.52,High,"ETF, Obligations",Épargne de sécurité,Technologie,Mensuel,ETF
Gabriel Lecoq de Olivier,Man,Lyon,46,101434.17,High,"Actions, ETF, Obligations",éducation des enfants,Santé,Mensuel,Actions
Bernadette Le Roux-Laurent,Women,Nantes,50,38233.32,Medium,"Actions, ETF",Épargne de sécurité,Immobilier,Trimestriel,Immobilier
JÃ©rÃ´me Dumont-Colas,Man,Paris,41,53128.68,Medium,"Cryptomonnaies, Actions, Startups",éducation des enfants,Santé,Trimestriel,Actions
Jean Robert,Women,Paris,28,36019.64,Medium,"Actions, ETF",Voyages,Immobilier,Trimestriel,Immobilier
Laetitia Delaunay,Man,Paris,34,52549.36,High,"Obligations, ETF, Immobilier",épargne de départ,Finance,Trimestriel,ETF
ValÃ©rie Martineau,Women,Marseille,30,24845.99,Medium,"Actions, ETF",Investir dans l'éducation,Industrie,Trimestriel,Obligations
Margaret Georges Le Mallet,Women,Paris,34,61597.39,High,"Immobilier, Investissement Socialement Responsable, ETF, Fundraising",Investir dans l'éducation,Santé,Trimestriel,Actions
Gabriel Charles Le Philippe,Man,Toulouse,46,47796.82,Medium,"Investissement Socialement Responsable, ETF, Immobilier",éducation des enfants,Technologie,Trimestriel,Actions
Charles du Blanchet,Women,Montpellier,56,56595.93,Medium,"Actions, Obligations",Retraite,Industrie,Trimestriel,Obligations
Odette Rodrigues,Man,Marseille,49,72075.82,Medium,"Actions, Fundraising",Retraite,Immobilier,Trimestriel,Immobilier
Roland Chevalier,Man,Nice,51,72410.95,Medium,"Actions, ETF, Obligations",Retraite,Technologie,Trimestriel,ETF
Ã‰lisabeth Perrin,Women,Nice,41,76255.68,High,"Immobilier, Obligations",Achat immobilier,Finance,Trimestriel,Actions
Ã‰dith Blanchet,Women,Paris,36,60610.26,High,"Immobilier, ETF, Obligations",éducation des enfants,Santé,Trimestriel,ETF
AimÃ©e-JosÃ©phine Fernandez,Women,Lyon,25,35203.06,High,"Immobilier, Actions, Obligations",Investir dans l'éducation,Immobilier,Annuel,Immobilier
Gabriel Baron,Women,Paris,57,116636.49,High,"Cryptomonnaies, Actions, Matières premières",Retraite,Finance,Mensuel,ETF
Richard-Hugues Fernandes,Women,Paris,31,81118.78,High,"Startups, Obligations",Investir dans l'éducation,Technologie,Mensuel,Startups
Georges Launay-Laporte,Man,Lyon,43,81316.62,High,"Obligations, Actions, Immobilier",éducation des enfants,Santé,Mensuel,ETF
Suzanne Couturier,Women,Lyon,48,39932.07,Medium,"Actions, ETF",éducation des enfants,Industrie,Trimestriel,Obligations
TimothÃ©e Marin,Man,Nantes,52,72172.48,Medium,"Cryptomonnaies, Actions, ETF",Épargne de sécurité,Consommation,Trimestriel,Obligations
Mathilde Descamps,Women,Toulouse,43,66589.77,Medium,"ETF, Obligations",Achat immobilier,Finance,Trimestriel,Actions
Nathalie-Martine Buisson,Women,Bordeaux,41,53669.18,Medium,"Actions, Obligations",éducation des enfants,Technologie,Trimestriel,Actions
Maggie Carre,Man,Montpellier,44,49011.02,Medium,"Actions, ETF",Achat immobilier,Technologie,Trimestriel,ETF
Isaac de Fournier,Man,Paris,43,59640.64,Medium,"Cryptomonnaies, Matières premières, ETF",Achat immobilier,Immobilier,Trimestriel,Immobilier
Alexandrie Gomez,Women,Lyon,55,93192.09,Medium,"Actions, Startups",Retraite,Immobilier,Trimestriel,Immobilier
Marianne Joubert,Women,Paris,41,56490.46,Medium,"MatiÃ¨res premiÃ¨res, Actions",éducation des enfants,Santé,Trimestriel,Actions
Marianne-Margot Berthelot,Women,Marseille,43,48042.5,Medium,"Cryptomonnaies, Obligations",Achat immobilier,Technologie,Trimestriel,Actions
ThÃ©odore Bouvet,Man,Lyon,52,140079.64,High,"Cryptomonnaies, Matières premières, ETF, Immobilier",Épargne de sécurité,Technologie,Mensuel,ETF
Louis Fouquet,Women,Paris,25,48687.55,High,"Actions, Obligations",Investir dans l'éducation,Santé,Annuel,ETF
NoÃ«l Becker,Man,Paris,25,34255.79,High,"Immobilier, Actions, Investissement Socialement Responsable, Obligations",Investir dans l'éducation,Immobilier,Annuel,Immobilier
Martin Traore,Man,Montpellier,68,82005.19,Medium,"Cryptomonnaies, Fundraising",Retraite,Finance,Trimestriel,ETF
FrÃ©dÃ©ric Texier du Boyer,Women,Marseille,33,44648.35,Medium,"MatiÃ¨res premiÃ¨res, Actions",Voyages,Immobilier,Trimestriel,Immobilier
Augustin-Roger HervÃ©,Man,Nice,40,25234.35,Medium,"Cryptomonnaies, Actions, ETF",Achat immobilier,Immobilier,Trimestriel,Immobilier
Susan Boutin de Buisson,Man,Lyon,31,39752.05,Medium,"Cryptomonnaies, ETF",Voyages,Agriculture,Trimestriel,Obligations
Laetitia Wagner,Women,Bordeaux,40,33784.01,Medium,"Actions, Obligations",Retraite,Finance,Trimestriel,ETF
MichÃ¨le Regnier,Women,Strasbourg,51,65151.23,Medium,Obligations,Épargne de sécurité,Santé,Trimestriel,ETF
Juliette du Roux,Man,Nice,67,152346.48,High,"Obligations, ETF, Startups",Retraite,Finance,Mensuel,ETF
Tristan Le Roux,Women,Paris,42,56850.15,Medium,"Cryptomonnaies, Obligations",Retraite,Industrie,Trimestriel,Obligations
Capucine-NoÃ©mi Laurent,Man,Paris,48,73744.59,Medium,"Cryptomonnaies, ETF, Obligations",Achat immobilier,Finance,Trimestriel,Actions
SÃ©bastien-Roger Martin,Women,Nice,44,107814.53,High,"Obligations, Actions, Immobilier",Achat immobilier,Santé,Mensuel,ETF
AdÃ©laÃ¯de-Suzanne Peltier,Man,Paris,42,74089.39,High,"MatiÃ¨res premiÃ¨res, Obligations, Actions, Immobilier",Retraite,Santé,Trimestriel,ETF
Louis Arnaud,Women,Lyon,57,105768.47,High,"Actions, ETF, Obligations",Retraite,Santé,Mensuel,ETF
FrÃ©dÃ©ric Mace-Daniel,Man,Paris,27,49849.32,High,"Cryptomonnaies, Actions, Obligations",épargne de départ,Immobilier,Annuel,Immobilier
ThÃ©ophile Roussel,Women,Lyon,32,36594.9,Medium,"Cryptomonnaies, Actions",Investir dans l'éducation,Consommation,Trimestriel,Obligations
Bernard Laine du Raynaud,Man,Paris,30,35404.09,Medium,"Immobilier, Obligations",épargne de départ,Agriculture,Trimestriel,Obligations
Gilbert Poulain,Women,Paris,49,103952.12,High,"Investissement Socialement Responsable, ETF, Obligations",Achat immobilier,Finance,Mensuel,ETF
Alfred Rodrigues,Women,Toulouse,29,45782.82,High,"Investissement Socialement Responsable, Immobilier",épargne de départ,Technologie,Annuel,ETF
Gilbert-Antoine Lamy,Man,Lyon,52,131127.63,High,"Actions, Obligations",Retraite,Santé,Mensuel,ETF
HonorÃ© Langlois,Man,Lyon,28,47583.4,High,"Immobilier, Actions, ETF, Obligations",Investir dans l'éducation,Immobilier,Annuel,Immobilier
Alexandre Marchand de la Fernandes,Man,Marseille,45,62905.77,Medium,"Actions, ETF",éducation des enfants,Santé,Trimestriel,ETF
NoÃ©mi Giraud,Man,Nice,26,39001.55,High,"Obligations, Actions, ETF, Immobilier",épargne de départ,Immobilier,Annuel,Immobilier
Jacqueline de GuÃ©rin,Women,Bordeaux,51,58036.85,Medium,"Actions, Obligations",Retraite,Technologie,Trimestriel,ETF
Bernadette Marques-Andre,Man,Lille,25,20540.37,Medium,"Obligations, Startups",épargne de départ,Immobilier,Trimestriel,Immobilier
FrÃ©dÃ©ric Payet,Man,Nantes,65,78207.7,Medium,"Actions, ETF, Immobilier",Épargne de sécurité,Technologie,Trimestriel,ETF
Suzanne Robert,Man,Nice,25,41595.93,High,"MatiÃ¨res premiÃ¨res, Actions, Immobilier",Investir dans l'éducation,Technologie,Annuel,Actions
Alphonse Gimenez,Man,Paris,58,80013.93,Medium,"ETF, Immobilier",Retraite,Finance,Trimestriel,ETF
Alphonse Coste,Women,Nice,30,42414.92,Medium,"Actions, Matières premières, Immobilier",Voyages,Santé,Trimestriel,Actions
Pauline LemaÃ®tre,Women,Paris,36,34430.8,Medium,"Immobilier, Obligations",Achat immobilier,Immobilier,Trimestriel,Immobilier
Louis-Christophe Lamy,Women,Marseille,50,49871.85,Medium,"MatiÃ¨res premiÃ¨res, ETF",Retraite,Immobilier,Trimestriel,Immobilier
Marcel Faivre du Guillot,Women,Paris,25,40893.35,High,"Immobilier, Cryptomonnaies, Obligations",épargne de départ,Santé,Annuel,ETF
Pierre-Thibault Delaunay,Man,Lyon,36,67419.8,High,"Immobilier, Cryptomonnaies, ETF, Obligations",Retraite,Santé,Trimestriel,ETF
Martine Bonneau,Man,Strasbourg,47,31869.63,Medium,"Immobilier, Obligations",Retraite,Immobilier,Trimestriel,Immobilier
AdÃ¨le Salmon,Man,Strasbourg,49,82297.6,Medium,"MatiÃ¨res premiÃ¨res, Actions, ETF",éducation des enfants,Santé,Trimestriel,Actions
Alphonse Renaud,Women,Marseille,40,32583.92,Medium,"Cryptomonnaies, Obligations",Retraite,Santé,Trimestriel,ETF
Jules Richard,Man,Lyon,25,41242.71,High,"Cryptomonnaies, Obligations",Investir dans l'éducation,Immobilier,Annuel,Immobilier
Alexandre RiviÃ¨re,Man,Marseille,28,22132.6,Medium,"MatiÃ¨res premiÃ¨res, ETF",épargne de départ,Immobilier,Trimestriel,Immobilier
Alexandre du Lemaire,Women,Toulouse,48,66553.81,Medium,"Cryptomonnaies, Actions",Retraite,Santé,Trimestriel,ETF
Marthe Royer,Women,Nice,38,39615.65,Medium,"Obligations, Immobilier",Retraite,Industrie,Trimestriel,Obligations
Ã‰milie-Jeanne LeliÃ¨vre,Man,Paris,44,59474.03,Medium,"Immobilier, Obligations",Achat immobilier,Finance,Trimestriel,ETF
AndrÃ©-Joseph Dufour,Man,Marseille,57,97069.45,Medium,"Actions, ETF",Retraite,Industrie,Trimestriel,Obligations
Monique Riou,Women,Paris,39,74318.33,High,"Obligations, Actions, Immobilier",Retraite,Technologie,Trimestriel,Cryptomonnaies
Laurent Dubois,Man,Nice,33,57959.13,High,"Cryptomonnaies, Matières premières, ETF, Startups",Voyages,Finance,Trimestriel,ETF
Audrey Legros,Man,Nice,25,27777.85,Medium,"Cryptomonnaies, Obligations",Investir dans l'éducation,Immobilier,Trimestriel,Immobilier
Zacharie Boyer,Man,Lyon,62,137482.32,High,"Cryptomonnaies, Actions, ETF, Startups",Épargne de sécurité,Technologie,Mensuel,Actions
Valentine Roussel-MarÃ©chal,Women,Nantes,35,37443.82,Medium,"MatiÃ¨res premiÃ¨res, Obligations",Retraite,Finance,Trimestriel,ETF
Sylvie Vasseur,Man,Toulouse,25,19249.89,Medium,"ETF, Obligations",épargne de départ,Immobilier,Trimestriel,Immobilier
Constance Mathieu,Women,Nice,51,85167.69,Medium,"Actions, ETF",Retraite,Santé,Trimestriel,ETF
Gilles-Julien Leconte,Women,Lyon,25,26777.26,Medium,"Cryptomonnaies, Immobilier",Voyages,Industrie,Trimestriel,Obligations
Bernadette Albert,Man,Lyon,43,73528.07,High,"MatiÃ¨res premiÃ¨res, Obligations, Actions, Immobilier",Achat immobilier,Finance,Trimestriel,ETF
LÃ©on-Victor Hoareau,Man,Lyon,26,42701.05,High,"Actions, Obligations",épargne de départ,Technologie,Annuel,Actions
ThÃ©ophile Duval,Man,Paris,62,134377.88,High,"Obligations, Actions, ETF, Startups",Épargne de sécurité,Technologie,Mensuel,ETF
Odette-Sophie Blin,Man,Paris,57,103053.73,Medium,"Actions, Immobilier",Retraite,Immobilier,Trimestriel,Immobilier
Alix-Odette Benoit,Man,Lyon,42,81150.18,High,"Actions, ETF, Obligations",Retraite,Technologie,Mensuel,ETF
Martin Martins,Women,Strasbourg,51,78414.25,Medium,"Cryptomonnaies, Obligations",Retraite,Santé,Trimestriel,ETF
Jacques Le Salmon,Women,Nantes,47,68659.41,Medium,"Cryptomonnaies, Actions, Obligations",Retraite,Technologie,Trimestriel,ETF
FranÃ§ois Costa,Women,Paris,39,52700.79,Medium,"Actions, ETF, Obligations",Achat immobilier,Immobilier,Trimestriel,Immobilier
Juliette Le Goff,Women,Lille,49,59733.3,Medium,"Actions, ETF, Immobilier",Retraite,Consommation,Trimestriel,Obligations
Alphonse Joseph,Women,Paris,43,94887.24,High,"Actions, Obligations",éducation des enfants,Technologie,Mensuel,Actions
Thomas de ClÃ©ment,Women,Paris,29,77463.34,High,"Actions, ETF, Startups",Investir dans l'éducation,Technologie,Trimestriel,Actions
Marcel de la Faure,Women,Toulouse,70,53016.97,Low,"Fundraising, Startups",Épargne de sécurité,Immobilier,Trimestriel,Immobilier
RÃ©my Pierre,Women,Paris,48,70867.82,Medium,"Cryptomonnaies, Fundraising, Immobilier",éducation des enfants,Immobilier,Trimestriel,Immobilier
Margaret Le Maury,Man,Lyon,50,80476.48,Medium,"Actions, Immobilier",Retraite,Technologie,Trimestriel,ETF
ThÃ©ophile Martel,Women,Paris,56,29854.32,Low,Actions,Retraite,Immobilier,Annuel,Immobilier
Margaux Pierre,Women,Paris,38,90306.04,High,"ETF, Immobilier",Achat immobilier,Technologie,Mensuel,Cryptomonnaies
Ã‰ric Brunet,Man,Nice,48,79594.27,Medium,"MatiÃ¨res premiÃ¨res, Immobilier",Retraite,Finance,Trimestriel,ETF
Alex Diaz,Women,Paris,26,17515.87,Medium,Immobilier,Voyages,Immobilier,Trimestriel,Immobilier
EugÃ¨ne Gilbert,Man,Nantes,34,33623.69,Medium,"Actions, Immobilier",Voyages,Industrie,Trimestriel,Obligations
Julien-Charles Tessier,Man,Marseille,56,55747.45,Medium,"Cryptomonnaies, Obligations",Épargne de sécurité,Immobilier,Trimestriel,Immobilier
Jeannine Bertrand,Man,Bordeaux,49,69700.78,Medium,"Actions, Obligations",Retraite,Agriculture,Trimestriel,Obligations
Alice Bodin,Women,Toulouse,37,46311.61,Medium,"Actions, ETF, Startups",Retraite,Finance,Trimestriel,ETF
Christiane Petitjean,Women,Paris,25,49115.21,High,"Actions, ETF, Obligations",épargne de départ,Technologie,Annuel,Actions
Pierre du Bernard,Women,Lille,47,65764.35,Medium,"Startups, Obligations, Immobilier",éducation des enfants,Immobilier,Trimestriel,Immobilier
Margaux-Alexandria Ramos,Man,Paris,51,136212.62,High,"Investissement Socialement Responsable, ETF, Startups",Retraite,Santé,Mensuel,Actions
Christophe Da Silva,Man,Paris,39,49033.26,Medium,"Fundraising, ETF, Obligations",Retraite,Finance,Trimestriel,ETF
Louis Bonnet,Man,Nantes,56,66977.84,Medium,"Actions, Obligations",Épargne de sécurité,Technologie,Trimestriel,ETF
Thierry Cousin,Women,Nice,37,67128.62,High,"Startups, Actions, ETF, Immobilier",Achat immobilier,Santé,Trimestriel,Actions
Ã‰lisabeth-Gabrielle Fleury,Man,Lyon,46,118246.42,High,"Immobilier, Fundraising, Obligations",Retraite,Finance,Mensuel,Actions
Constance-Christiane Chevalier,Man,Lyon,32,56591.77,High,"MatiÃ¨res premiÃ¨res, ETF, Immobilier",Investir dans l'éducation,Technologie,Trimestriel,Actions
Alphonse Jean,Women,Toulouse,37,65342.16,High,"Cryptomonnaies, Actions, ETF",éducation des enfants,Technologie,Trimestriel,ETF
NoÃ«l de la Morvan,Women,Lyon,70,66542.7,Medium,"Cryptomonnaies, ETF, Startups",Retraite,Technologie,Trimestriel,ETF
Adrien Chauveau du Laine,Women,Montpellier,45,44636.98,Medium,"Actions, ETF, Immobilier",Retraite,Finance,Trimestriel,ETF
Henri de Navarro,Women,Nantes,30,34938.23,Medium,"Cryptomonnaies, Obligations, Immobilier",Voyages,Industrie,Trimestriel,Obligations
Dominique BÃ¨gue,Man,Bordeaux,25,22569.85,Medium,"Cryptomonnaies, Actions, Immobilier",épargne de départ,Immobilier,Trimestriel,Immobilier
AnaÃ¯s Munoz,Women,Toulouse,45,64949.29,Medium,"ETF, Immobilier",éducation des enfants,Technologie,Trimestriel,ETF
AndrÃ©e Da Costa-Perez,Women,Bordeaux,51,82161.27,Medium,"Actions, Obligations",Retraite,Santé,Trimestriel,ETF
Antoinette Henry Le Grenier,Women,Lyon,50,90402.02,High,"Immobilier, Actions, ETF, Obligations",Retraite,Santé,Mensuel,ETF
Aurore Parent du HervÃ©,Women,Paris,28,39999.85,High,"Immobilier, Cryptomonnaies, Obligations",Investir dans l'éducation,Immobilier,Annuel,Immobilier
Danielle Schneider,Man,Marseille,30,37225.22,Medium,"Cryptomonnaies, Actions, Immobilier",Investir dans l'éducation,Consommation,Trimestriel,Obligations
David-Raymond Bruneau,Women,Bordeaux,39,57760.99,Medium,"Cryptomonnaies, Actions, Startups",Retraite,Finance,Trimestriel,ETF
Catherine Lebrun,Man,Lyon,46,94628.55,High,"Fundraising, Matières premières, Actions, Immobilier, Obligations",éducation des enfants,Finance,Mensuel,Actions
Claire Adam,Man,Marseille,35,53620.03,Medium,"Actions, Obligations",éducation des enfants,Technologie,Trimestriel,Actions
Sylvie du Camus,Man,Nantes,40,44278.06,Medium,"Actions, ETF",Retraite,Consommation,Trimestriel,Obligations
Auguste Da Costa,Women,Marseille,49,84411.29,Medium,"MatiÃ¨res premiÃ¨res, Actions",Achat immobilier,Immobilier,Trimestriel,Immobilier
Nicolas Besnard de la Bertin,Man,Paris,63,101950.31,Medium,"MatiÃ¨res premiÃ¨res, ETF, Immobilier",Retraite,Immobilier,Trimestriel,Immobilier
Roland Foucher Le Buisson,Man,Lyon,35,85216.23,High,"Actions, Obligations",Achat immobilier,Technologie,Mensuel,Startups
Daniel Ferreira,Man,Nice,44,59735.44,Medium,"Cryptomonnaies, Immobilier",éducation des enfants,Santé,Trimestriel,Actions
Ã‰mile Dupuy,Women,Paris,25,21008.72,Medium,"Actions, Startups",épargne de départ,Consommation,Trimestriel,Obligations
ClÃ©mence Deschamps,Women,Toulouse,33,44643.3,Medium,"Startups, Actions, Fundraising",Investir dans l'éducation,Immobilier,Trimestriel,Immobilier
Simone Didier,Women,Lille,45,28261.02,Medium,Actions,Achat immobilier,Agriculture,Trimestriel,Obligations
OcÃ©ane Faivre de Fabre,Man,Lyon,45,91645.65,High,"Obligations, Actions, Immobilier",éducation des enfants,Santé,Mensuel,Actions
Roland Rolland,Women,Paris,52,138158.63,High,"Obligations, ETF, Immobilier",Retraite,Finance,Mensuel,ETF
Nicolas Klein,Women,Paris,42,102429.42,High,"Immobilier, Startups, Obligations",Achat immobilier,Santé,Mensuel,ETF
NoÃ«l Le Roux,Women,Nantes,37,30962.41,Medium,"Immobilier, Obligations",Retraite,Technologie,Trimestriel,ETF
Danielle DuprÃ©,Women,Marseille,37,38787.85,Medium,"Cryptomonnaies, Matières premières, Startups",éducation des enfants,Immobilier,Trimestriel,Immobilier
Antoine Charpentier,Women,Nantes,35,45890.37,Medium,"Immobilier, Actions, Fundraising",Achat immobilier,Finance,Trimestriel,Actions
Juliette Bouchet,Women,Bordeaux,47,79243.62,Medium,Immobilier,éducation des enfants,Santé,Trimestriel,ETF
Thierry Brun,Women,Nice,42,68769.04,Medium,Actions,Retraite,Agriculture,Trimestriel,Obligations
RenÃ©e Becker,Women,Paris,58,70901.7,Medium,ETF,Retraite,Industrie,Trimestriel,Obligations
Valentine Guillon de Le Roux,Man,Bordeaux,36,38374.59,Medium,"ETF, Obligations",Retraite,Finance,Trimestriel,ETF
EugÃ¨ne Munoz,Women,Paris,27,37026.53,High,"Investissement Socialement Responsable, Actions, ETF, Obligations",épargne de départ,Industrie,Annuel,Obligations
Margaret Pires,Man,Marseille,52,74850.3,Medium,Actions,Retraite,Immobilier,Trimestriel,Immobilier
MichÃ¨le Martinez du Aubert,Man,Toulouse,38,62346.99,High,"Immobilier, Cryptomonnaies, Matières premières, Obligations",Achat immobilier,Finance,Trimestriel,Actions
FranÃ§oise-Jeannine Mace,Women,Lyon,34,62725.32,High,"Immobilier, Cryptomonnaies, Actions, Obligations",Voyages,Finance,Trimestriel,Actions
JÃ©rÃ´me Roussel,Man,Lyon,50,104596.44,High,"Cryptomonnaies, Actions, Immobilier",Épargne de sécurité,Santé,Mensuel,Actions
Diane Le Gall,Man,Marseille,41,57758.13,Medium,"Investissement Socialement Responsable, Obligations",Retraite,Finance,Trimestriel,ETF
Michelle Faivre,Man,Nantes,44,46393.59,Medium,"Cryptomonnaies, Fundraising, Startups",Achat immobilier,Santé,Trimestriel,ETF
Henriette Colin,Man,Strasbourg,44,72774.54,Medium,"Obligations, Actions, Immobilier",Retraite,Santé,Trimestriel,ETF
AdÃ¨le Cohen,Man,Paris,53,38868.12,Medium,"Actions, Obligations",Épargne de sécurité,Immobilier,Trimestriel,Immobilier
Thibaut Vallet,Women,Lyon,43,89994.24,High,"Actions, Investissement Socialement Responsable, ETF, Obligations",éducation des enfants,Santé,Mensuel,Actions
Benjamin Weiss Le Toussaint,Women,Paris,37,45259.49,Medium,"ETF, Obligations",Retraite,Consommation,Trimestriel,Obligations
NoÃ«l Chartier,Women,Marseille,46,56410.96,Medium,Actions,Achat immobilier,Finance,Trimestriel,Actions
FrÃ©dÃ©rique Delattre,Women,Montpellier,34,34334.98,Medium,"Obligations, ETF, Immobilier",Voyages,Immobilier,Trimestriel,Immobilier
BenoÃ®t Regnier,Man,Paris,32,39192.23,Medium,"Cryptomonnaies, Actions",Investir dans l'éducation,Agriculture,Trimestriel,Obligations
Marine Lacroix,Women,Paris,39,65346.01,High,"Cryptomonnaies, Matières premières, ETF, Immobilier",éducation des enfants,Santé,Trimestriel,Actions
Robert de la Leconte,Man,Marseille,40,54502.06,Medium,"Cryptomonnaies, Obligations",Achat immobilier,Santé,Trimestriel,ETF
Lucas Henry,Man,Paris,26,56291.21,High,"Immobilier, Actions, ETF, Obligations",Investir dans l'éducation,Finance,Trimestriel,ETF
Olivie Le Gall,Man,Paris,29,20139.65,Medium,Obligations,épargne de départ,Immobilier,Trimestriel,Immobilier
Camille Godard de Navarro,Man,Strasbourg,42,53560.27,Medium,"Cryptomonnaies, Immobilier",éducation des enfants,Immobilier,Trimestriel,Immobilier
Marc Marin,Women,Paris,58,59118.01,Medium,"Immobilier, Obligations",Épargne de sécurité,Agriculture,Trimestriel,Obligations
SÃ©bastien Guilbert de la Cohen,Women,Paris,39,56938.84,Medium,"Investissement Socialement Responsable, Cryptomonnaies, Actions",Achat immobilier,Santé,Trimestriel,Actions
Anastasie Laine,Man,Lille,43,59259.46,Medium,"Actions, Obligations",Retraite,Immobilier,Trimestriel,Immobilier
Capucine Valette-Bonneau,Women,Paris,44,97857.82,High,"Cryptomonnaies, Actions, Obligations",Achat immobilier,Finance,Mensuel,ETF
Dominique de Chauvin,Women,Toulouse,50,67209.62,Medium,"Actions, Obligations",Retraite,Finance,Trimestriel,ETF
Hugues-Michel Lagarde,Man,Strasbourg,44,43852.48,Medium,"Cryptomonnaies, Actions",Retraite,Immobilier,Trimestriel,Immobilier
Agathe Brunet,Women,Paris,43,78531,High,"MatiÃ¨res premiÃ¨res, Actions, ETF",Retraite,Technologie,Trimestriel,ETF
Anne Caron Le GÃ©rard,Women,Bordeaux,48,78115.03,Medium,"Immobilier, Obligations, Startups",Retraite,Immobilier,Trimestriel,Immobilier
RÃ©my Lemaire,Man,Marseille,25,23218.61,Medium,"Actions, Startups",Investir dans l'éducation,Consommation,Trimestriel,Obligations
Adrien Alves,Women,Nice,42,73598.88,High,"Cryptomonnaies, Obligations, Matières premières, Immobilier",éducation des enfants,Technologie,Trimestriel,Actions
Camille Dos Santos,Women,Paris,48,131353.08,High,"Actions, ETF, Obligations",Retraite,Finance,Mensuel,Actions
Arthur Martinez,Man,Paris,33,54561.06,High,"ETF, Actions, Fundraising, Immobilier",Investir dans l'éducation,Finance,Trimestriel,ETF
Philippe Weiss,Man,Paris,36,51154.48,Medium,"ETF, Obligations",Retraite,Immobilier,Trimestriel,Immobilier
Alain Godard,Women,Lyon,33,41773.66,Medium,Actions,Investir dans l'éducation,Technologie,Trimestriel,Actions
Ã‰tienne Da Silva-Moreno,Women,Lille,33,23505.43,Medium,"Actions, Startups",épargne de départ,Industrie,Trimestriel,Obligations
Bernard Le Hebert,Women,Paris,53,113521.87,High,"Startups, Cryptomonnaies, ETF, Obligations",Retraite,Santé,Mensuel,Actions
Maryse Barbe,Women,Paris,49,57966.43,Medium,"Cryptomonnaies, Obligations",Achat immobilier,Immobilier,Trimestriel,Immobilier
Jean-Jean Potier,Women,Nantes,26,32980.79,Medium,"Immobilier, ETF, Obligations",Voyages,Consommation,Trimestriel,Obligations
Michel Le Guillaume,Man,Paris,41,68384.96,High,"Obligations, ETF, Startups",Retraite,Technologie,Trimestriel,ETF
Richard Gillet,Man,Bordeaux,38,52593.51,Medium,"Actions, Startups",éducation des enfants,Santé,Trimestriel,ETF
Roland-Thomas Salmon,Women,Lyon,45,51866.67,Medium,"Cryptomonnaies, ETF, Obligations",Retraite,Agriculture,Trimestriel,Obligations
Zacharie Potier,Man,Strasbourg,53,47456.41,Medium,"Cryptomonnaies, ETF, Obligations",Épargne de sécurité,Santé,Trimestriel,ETF
Dominique Vasseur,Women,Paris,25,45175.11,High,"Actions, Fundraising, Immobilier",Investir dans l'éducation,Finance,Annuel,Actions
Maggie Millet,Man,Lyon,43,114313.17,High,"Obligations, ETF, Startups",Retraite,Technologie,Mensuel,ETF
CÃ©line Hardy,Man,Paris,40,78944.93,High,"Actions, ETF, Immobilier",Achat immobilier,Technologie,Trimestriel,ETF
Luc Launay,Women,Lille,36,38849,Medium,"Cryptomonnaies, Fundraising",Retraite,Immobilier,Trimestriel,Immobilier
Lucie de la Gaudin,Man,Lyon,25,38623.44,High,"Startups, Cryptomonnaies, Immobilier",Investir dans l'éducation,Agriculture,Annuel,Obligations
Alphonse Marie,Women,Lyon,33,61603.69,High,"Obligations, Actions, Startups",épargne de départ,Finance,Trimestriel,Actions
William Sanchez,Man,Marseille,38,58655.15,Medium,"Fundraising, Obligations",Retraite,Immobilier,Trimestriel,Immobilier
Paul Turpin,Man,Paris,29,53109.8,High,"Immobilier, ETF, Obligations",épargne de départ,Technologie,Trimestriel,Actions
Louis-Antoine Hoareau,Women,Paris,25,46873.46,High,"Immobilier, ETF, Startups",épargne de départ,Immobilier,Annuel,Immobilier
Camille Pons,Women,Montpellier,43,67818.86,Medium,"MatiÃ¨res premiÃ¨res, Actions, Obligations",éducation des enfants,Immobilier,Trimestriel,Immobilier
Tristan Thierry,Man,Paris,50,128963.08,High,"Obligations, ETF, Fundraising",Retraite,Santé,Mensuel,ETF
ThÃ©ophile-FrÃ©dÃ©ric Gallet,Man,Marseille,31,29510.72,Medium,"Actions, Startups",Investir dans l'éducation,Immobilier,Trimestriel,Immobilier
Ã‰tienne Dubois,Man,Toulouse,40,34484.49,Medium,Immobilier,Retraite,Consommation,Trimestriel,Obligations
Alain Guichard,Man,Paris,56,103863.82,High,"Immobilier, Obligations, ETF, Startups",Retraite,Santé,Mensuel,ETF
Laurence Clerc,Man,Toulouse,50,60357,Medium,"Actions, ETF, Obligations",Retraite,Industrie,Trimestriel,Obligations
Thomas Payet,Women,Paris,41,86312.36,High,"Actions, Immobilier",Achat immobilier,Finance,Mensuel,ETF
Thibaut Lemonnier,Man,Bordeaux,25,35257.55,High,"Investissement Socialement Responsable, ETF, Obligations",Investir dans l'éducation,Agriculture,Annuel,Obligations
